seed,method,stress_level,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
2,information_gain_probe_policy,0.220000,48,0.569813,0.012256,0.099722,0.014138,0.486111,0.055732,0.364583,0.130005,0.100694,0.056496,0.222684,0.012498,0.330086,0.044538,0.194546,0.039725,0.715278,0.081352,1.000000,0.000000
2,information_gain_probe_policy,0.330000,48,0.565975,0.012736,0.097456,0.012664,0.440972,0.044027,0.399306,0.130398,0.104167,0.058863,0.228328,0.011442,0.319454,0.040441,0.191741,0.037181,0.746528,0.074067,1.000000,0.000000
2,information_gain_probe_policy,0.440000,48,0.555853,0.012422,0.098289,0.012117,0.458333,0.057951,0.385417,0.131272,0.093750,0.053190,0.231333,0.012031,0.324649,0.040401,0.177683,0.037588,0.746528,0.075959,1.000000,0.000000
2,information_gain_probe_policy,0.560000,48,0.551901,0.010648,0.090935,0.011599,0.454861,0.056496,0.395833,0.133228,0.131944,0.070110,0.244459,0.010412,0.311419,0.037951,0.180723,0.034009,0.812500,0.064242,1.000000,0.000000
2,information_gain_probe_policy,0.670000,48,0.545036,0.012061,0.095816,0.010988,0.402778,0.062909,0.406250,0.124523,0.111111,0.062532,0.240425,0.011653,0.313608,0.036257,0.165942,0.033038,0.777778,0.071031,1.000000,0.000000
2,information_gain_probe_policy,0.780000,48,0.541100,0.011546,0.094139,0.010724,0.409722,0.055838,0.399306,0.121770,0.121528,0.065780,0.244060,0.010999,0.308423,0.035470,0.163152,0.032413,0.791667,0.068431,1.000000,0.000000
2,information_gain_probe_policy,0.890000,48,0.532748,0.009803,0.093512,0.010509,0.343750,0.051839,0.406250,0.122994,0.138889,0.076791,0.251346,0.010472,0.310673,0.032962,0.151079,0.029500,0.819444,0.062152,1.000000,0.000000
2,information_gain_probe_policy,1.000000,48,0.519990,0.012776,0.089575,0.010646,0.340278,0.038855,0.420139,0.123792,0.173611,0.088054,0.261181,0.007618,0.313297,0.032247,0.138570,0.029111,0.864583,0.043122,0.993056,0.009522
2,oracle_disagreement_type,0.000000,48,0.690779,0.030891,0.069872,0.003267,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.155284,0.017033,0.114162,0.028201,0.428360,0.032438,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.110000,48,0.686869,0.030580,0.070553,0.003197,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.157416,0.017398,0.112669,0.028741,0.421462,0.032292,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.220000,48,0.677617,0.031975,0.072268,0.003463,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.159547,0.017765,0.117688,0.029514,0.406944,0.034093,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.330000,48,0.668590,0.032232,0.074917,0.003210,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.161678,0.018131,0.120598,0.030092,0.390597,0.033418,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.440000,48,0.663503,0.032310,0.075945,0.003853,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.120575,0.030844,0.381758,0.033921,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.560000,48,0.657370,0.032245,0.076925,0.003079,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.166134,0.018898,0.120301,0.030682,0.371840,0.033263,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.670000,48,0.646291,0.033555,0.079867,0.003640,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.168266,0.019265,0.126753,0.032087,0.352797,0.034841,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.780000,48,0.641889,0.033044,0.080806,0.003660,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.170397,0.019633,0.126737,0.032129,0.344838,0.033968,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,0.890000,48,0.635035,0.033443,0.081975,0.002967,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172528,0.020000,0.127831,0.032328,0.333921,0.033903,0.750000,0.123796,1.000000,0.000000
2,oracle_disagreement_type,1.000000,48,0.623320,0.035505,0.084489,0.004171,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.174659,0.020368,0.136686,0.033480,0.315182,0.036849,0.750000,0.123796,1.000000,0.000000
2,recovery_first_policy,0.000000,48,0.720630,0.031880,0.086369,0.009612,0.208333,0.052828,0.118056,0.089651,0.052083,0.043667,0.165526,0.014348,0.150106,0.034683,0.411694,0.038346,0.590278,0.099170,0.986111,0.013170
2,recovery_first_policy,0.110000,48,0.719421,0.033687,0.091779,0.011315,0.218750,0.049744,0.121528,0.092139,0.052083,0.036595,0.162946,0.014427,0.150291,0.040666,0.403445,0.044346,0.565972,0.098587,1.000000,0.000000
2,recovery_first_policy,0.220000,48,0.700855,0.035433,0.095445,0.013292,0.187500,0.046264,0.114583,0.087080,0.052083,0.035279,0.162795,0.015632,0.168450,0.045882,0.375391,0.049932,0.552083,0.103920,0.993056,0.009522
2,recovery_first_policy,0.330000,48,0.700971,0.031929,0.089912,0.010318,0.211806,0.044295,0.121528,0.092139,0.059028,0.034374,0.172362,0.013730,0.154316,0.035280,0.378692,0.039957,0.604167,0.089475,0.982639,0.014556
2,recovery_first_policy,0.440000,48,0.688935,0.029801,0.088862,0.011230,0.173611,0.044528,0.114583,0.087080,0.090278,0.054118,0.177666,0.013907,0.161338,0.036566,0.362961,0.039425,0.625000,0.088344,0.972222,0.017758
2,recovery_first_policy,0.560000,48,0.699822,0.029726,0.082452,0.009566,0.177083,0.042847,0.111111,0.084978,0.083333,0.051467,0.184850,0.013649,0.133090,0.035479,0.382922,0.038571,0.659722,0.085878,0.972222,0.017758
2,recovery_first_policy,0.670000,48,0.697033,0.029451,0.083143,0.009087,0.152778,0.034843,0.114583,0.087622,0.114583,0.065360,0.191035,0.011921,0.130216,0.033421,0.375046,0.035214,0.687500,0.073190,0.975694,0.021726
2,recovery_first_policy,0.780000,48,0.684259,0.030133,0.073638,0.008585,0.138889,0.039309,0.114583,0.087080,0.118056,0.066651,0.201255,0.012397,0.128622,0.035413,0.369155,0.037094,0.736111,0.074604,0.944444,0.026339
2,recovery_first_policy,0.890000,48,0.672417,0.029751,0.076959,0.009916,0.187500,0.038447,0.118056,0.090177,0.128472,0.067554,0.204358,0.011531,0.141466,0.035602,0.347070,0.037299,0.743056,0.068056,0.940972,0.028340
2,recovery_first_policy,1.000000,48,0.676455,0.028856,0.074310,0.009790,0.215278,0.044528,0.111111,0.084978,0.159722,0.080181,0.211494,0.009686,0.127717,0.033120,0.352706,0.035203,0.774306,0.056287,0.944444,0.026339
2,risk_bounded_typed_disagreement_protocol_v5,0.000000,48,0.606724,0.011519,0.116939,0.016884,0.690972,0.056705,0.503472,0.114461,0.003472,0.006806,0.185744,0.016744,0.323086,0.043560,0.219437,0.039533,0.513889,0.115015,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.110000,48,0.610597,0.013927,0.114267,0.015765,0.645833,0.055555,0.517361,0.113944,0.000000,0.000000,0.188854,0.017026,0.307120,0.041315,0.227012,0.038056,0.524306,0.115490,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.220000,48,0.604533,0.015989,0.114860,0.015208,0.631944,0.054118,0.520833,0.111164,0.006944,0.009522,0.190422,0.016420,0.306087,0.041555,0.218545,0.037844,0.527778,0.108889,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.330000,48,0.604175,0.015916,0.112423,0.012895,0.559028,0.055440,0.552083,0.110537,0.000000,0.000000,0.196361,0.017178,0.291802,0.032299,0.219393,0.029992,0.559028,0.110680,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.440000,48,0.611389,0.019563,0.106917,0.011953,0.600694,0.053042,0.579861,0.110466,0.003472,0.006806,0.202220,0.017119,0.267715,0.032421,0.234618,0.030946,0.590278,0.109593,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.560000,48,0.611402,0.021839,0.107011,0.010499,0.524306,0.063772,0.576389,0.108290,0.000000,0.000000,0.202933,0.017233,0.258218,0.031570,0.233924,0.030538,0.583333,0.109178,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.670000,48,0.599418,0.022802,0.110812,0.010099,0.538194,0.059354,0.569444,0.102857,0.000000,0.000000,0.203381,0.016761,0.266286,0.031279,0.213264,0.030976,0.579861,0.104299,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.780000,48,0.601299,0.024997,0.108787,0.010199,0.559028,0.053706,0.579861,0.106542,0.003472,0.006806,0.207555,0.017352,0.254896,0.033703,0.216679,0.033311,0.593750,0.106060,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,0.890000,48,0.592740,0.021574,0.110306,0.009578,0.527778,0.066917,0.579861,0.104299,0.013889,0.013170,0.209884,0.016556,0.258603,0.029722,0.203149,0.027198,0.600694,0.099066,1.000000,0.000000
2,risk_bounded_typed_disagreement_protocol_v5,1.000000,48,0.585799,0.028899,0.115486,0.009617,0.461806,0.052594,0.555556,0.101235,0.017361,0.014556,0.207588,0.015041,0.265449,0.037815,0.186419,0.038286,0.583333,0.094301,1.000000,0.000000
2,robust_mpc_fallback,0.000000,48,0.649676,0.035617,0.107029,0.015309,0.222222,0.043859,0.243056,0.120685,0.020833,0.020917,0.138612,0.013712,0.232278,0.054651,0.316419,0.057907,0.472222,0.120046,0.996528,0.006806
2,robust_mpc_fallback,0.110000,48,0.646424,0.033047,0.108867,0.014163,0.201389,0.036339,0.236111,0.117859,0.020833,0.018518,0.138909,0.013443,0.231155,0.051084,0.308916,0.053081,0.465278,0.115067,0.996528,0.006806
2,robust_mpc_fallback,0.220000,48,0.645132,0.030854,0.104746,0.014194,0.177083,0.048051,0.229167,0.114517,0.065972,0.039794,0.148295,0.012087,0.222802,0.048746,0.308593,0.051009,0.534722,0.101060,0.989583,0.011534
2,robust_mpc_fallback,0.330000,48,0.624706,0.032777,0.113109,0.013387,0.177083,0.043937,0.222222,0.112310,0.038194,0.027919,0.144678,0.012588,0.246011,0.050254,0.270773,0.051540,0.489583,0.104488,0.982639,0.014556
2,robust_mpc_fallback,0.440000,48,0.636895,0.030470,0.109911,0.012933,0.194444,0.041646,0.232639,0.116204,0.072917,0.046551,0.152764,0.011864,0.222128,0.048771,0.286629,0.048209,0.552083,0.096363,0.993056,0.009522
2,robust_mpc_fallback,0.560000,48,0.636820,0.028245,0.100632,0.010690,0.190972,0.047639,0.225694,0.112796,0.059028,0.035723,0.160984,0.011799,0.199355,0.041298,0.298159,0.040597,0.600694,0.093160,0.979167,0.015759
2,robust_mpc_fallback,0.670000,48,0.624887,0.029441,0.102817,0.011700,0.194444,0.051772,0.225694,0.112796,0.079861,0.049585,0.164582,0.012105,0.208607,0.044879,0.276607,0.044099,0.614583,0.092863,0.968750,0.018598
2,robust_mpc_fallback,0.780000,48,0.624081,0.029373,0.103146,0.010586,0.145833,0.035902,0.229167,0.114517,0.083333,0.047649,0.168384,0.010942,0.204106,0.044001,0.272417,0.042131,0.635417,0.082334,0.968750,0.018598
2,robust_mpc_fallback,0.890000,48,0.613583,0.026283,0.094495,0.009411,0.121528,0.042105,0.215278,0.108290,0.111111,0.061000,0.180530,0.009887,0.200468,0.037745,0.266337,0.035261,0.704861,0.069623,0.940972,0.029962
2,robust_mpc_fallback,1.000000,48,0.616884,0.019851,0.096625,0.008574,0.114583,0.040287,0.201389,0.101060,0.121528,0.065780,0.182990,0.008929,0.189947,0.030675,0.266285,0.027345,0.718750,0.063151,0.954861,0.021175
2,worldbench_diagnostic_probe,0.000000,48,0.595602,0.010621,0.072317,0.009325,0.545139,0.062838,0.381944,0.137193,0.229167,0.114930,0.250155,0.004082,0.281127,0.031231,0.261396,0.027505,0.968750,0.023132,1.000000,0.000000
2,worldbench_diagnostic_probe,0.110000,48,0.587198,0.010296,0.071257,0.008889,0.493056,0.052340,0.375000,0.138409,0.236111,0.117859,0.255646,0.003539,0.282650,0.030301,0.251482,0.026677,0.982639,0.017506,1.000000,0.000000
2,worldbench_diagnostic_probe,0.220000,48,0.577547,0.010039,0.072110,0.008724,0.534722,0.063749,0.371528,0.137290,0.229167,0.114930,0.257735,0.004034,0.286141,0.029573,0.238491,0.025661,0.975694,0.021726,1.000000,0.000000
2,worldbench_diagnostic_probe,0.330000,48,0.563152,0.010672,0.076787,0.010091,0.531250,0.063525,0.378472,0.137806,0.229167,0.115750,0.259415,0.004898,0.298566,0.032162,0.212629,0.028697,0.965278,0.027439,1.000000,0.000000
2,worldbench_diagnostic_probe,0.440000,48,0.558406,0.010643,0.075201,0.009388,0.430556,0.061387,0.388889,0.135937,0.232639,0.116204,0.263845,0.003568,0.294061,0.030259,0.208271,0.027109,0.975694,0.019427,1.000000,0.000000
2,worldbench_diagnostic_probe,0.560000,48,0.546196,0.011431,0.077732,0.010549,0.430556,0.064395,0.381944,0.137193,0.236111,0.117859,0.266656,0.004111,0.303614,0.032951,0.188527,0.030481,0.968750,0.020988,1.000000,0.000000
2,worldbench_diagnostic_probe,0.670000,48,0.539790,0.009350,0.076396,0.008979,0.416667,0.053273,0.402778,0.133656,0.232639,0.116204,0.271234,0.003971,0.297696,0.027071,0.181855,0.023986,0.979167,0.018518,1.000000,0.000000
2,worldbench_diagnostic_probe,0.780000,48,0.529077,0.011064,0.076642,0.009611,0.402778,0.061387,0.395833,0.135691,0.243056,0.120685,0.276408,0.002873,0.304596,0.029329,0.166979,0.027206,0.989583,0.011534,1.000000,0.000000
2,worldbench_diagnostic_probe,0.890000,48,0.519917,0.009712,0.079282,0.009711,0.395833,0.062752,0.395833,0.134992,0.229167,0.114517,0.276528,0.004161,0.309826,0.030594,0.151926,0.027042,0.972222,0.020247,1.000000,0.000000
2,worldbench_diagnostic_probe,1.000000,48,0.510467,0.011653,0.080014,0.009995,0.451389,0.065937,0.409722,0.133346,0.236111,0.117859,0.280188,0.004420,0.313563,0.029288,0.138305,0.026440,0.975694,0.019427,1.000000,0.000000
3,bayesian_active_model_selection,0.000000,48,0.593494,0.013616,0.121143,0.018969,0.510417,0.065540,0.493056,0.115477,0.013889,0.016372,0.155643,0.016593,0.322275,0.052521,0.218028,0.048205,0.513889,0.113775,1.000000,0.000000
3,bayesian_active_model_selection,0.110000,48,0.598755,0.014538,0.117064,0.016343,0.472222,0.056991,0.503472,0.108085,0.024306,0.019427,0.159239,0.014842,0.302400,0.044900,0.229746,0.041888,0.531250,0.101386,1.000000,0.000000
3,bayesian_active_model_selection,0.220000,48,0.607483,0.017476,0.106950,0.014578,0.458333,0.057129,0.565972,0.114977,0.024306,0.021726,0.169430,0.015797,0.268344,0.041753,0.253591,0.038256,0.593750,0.106060,1.000000,0.000000
3,bayesian_active_model_selection,0.330000,48,0.602263,0.015399,0.108600,0.013253,0.381944,0.050501,0.559028,0.107646,0.027778,0.024477,0.170274,0.014816,0.267270,0.036134,0.244150,0.032772,0.593750,0.098667,1.000000,0.000000
3,bayesian_active_model_selection,0.440000,48,0.593336,0.016733,0.111179,0.014391,0.472222,0.058628,0.562500,0.110737,0.034722,0.029111,0.174043,0.015243,0.273093,0.040108,0.226913,0.036585,0.604167,0.098532,1.000000,0.000000
3,bayesian_active_model_selection,0.560000,48,0.592654,0.016646,0.107464,0.011054,0.454861,0.057327,0.562500,0.105038,0.027778,0.022462,0.177114,0.015200,0.256979,0.030297,0.232253,0.026738,0.614583,0.096852,1.000000,0.000000
3,bayesian_active_model_selection,0.670000,48,0.581781,0.015123,0.112171,0.013270,0.375000,0.069119,0.565972,0.108631,0.038194,0.031124,0.179944,0.016045,0.271692,0.032541,0.209045,0.029646,0.614583,0.097340,1.000000,0.000000
3,bayesian_active_model_selection,0.780000,48,0.585128,0.017935,0.111333,0.014812,0.413194,0.057533,0.559028,0.106764,0.034722,0.025657,0.179326,0.015398,0.262587,0.042724,0.214667,0.039551,0.607639,0.096526,1.000000,0.000000
3,bayesian_active_model_selection,0.890000,48,0.576533,0.019780,0.110255,0.013435,0.371528,0.045868,0.583333,0.112170,0.024306,0.019427,0.184615,0.017634,0.257251,0.037183,0.204742,0.034107,0.625000,0.104530,1.000000,0.000000
3,bayesian_active_model_selection,1.000000,48,0.576296,0.019104,0.108814,0.011023,0.315972,0.044825,0.576389,0.107852,0.034722,0.030693,0.187627,0.016229,0.249397,0.032975,0.205565,0.029154,0.638889,0.097426,1.000000,0.000000
3,conformal_risk_filter,0.000000,48,0.300158,0.032994,0.077438,0.011146,0.246528,0.054145,0.020833,0.018518,0.076389,0.042350,0.163105,0.011154,0.636973,0.054708,-0.096670,0.051539,0.555556,0.064027,0.489583,0.058687
3,conformal_risk_filter,0.110000,48,0.285620,0.035271,0.068127,0.010767,0.315972,0.062461,0.045139,0.034716,0.100694,0.054796,0.172412,0.011172,0.638554,0.052080,-0.106407,0.049302,0.611111,0.064027,0.447917,0.061635
3,conformal_risk_filter,0.220000,48,0.270878,0.036968,0.064631,0.008753,0.256944,0.056679,0.038194,0.031124,0.097222,0.056575,0.176226,0.011370,0.643409,0.058927,-0.121474,0.055417,0.628472,0.064693,0.423611,0.062247
3,conformal_risk_filter,0.330000,48,0.273044,0.034656,0.062788,0.010952,0.225694,0.040676,0.052083,0.037866,0.121528,0.067203,0.179044,0.011365,0.630175,0.048371,-0.118754,0.045478,0.645833,0.064974,0.416667,0.062279
3,conformal_risk_filter,0.440000,48,0.256391,0.035956,0.061214,0.011483,0.260417,0.051381,0.062500,0.051121,0.149306,0.080933,0.185834,0.009727,0.642813,0.049789,-0.142807,0.046859,0.687500,0.057233,0.388889,0.059429
3,conformal_risk_filter,0.560000,48,0.250003,0.036111,0.051444,0.010698,0.166667,0.049595,0.065972,0.052142,0.152778,0.078917,0.193408,0.009987,0.626820,0.043912,-0.137588,0.041371,0.739583,0.059088,0.368056,0.063749
3,conformal_risk_filter,0.670000,48,0.209997,0.032759,0.042612,0.008203,0.201389,0.046604,0.052083,0.041444,0.156250,0.081612,0.203199,0.008847,0.661794,0.043177,-0.181058,0.040690,0.781250,0.049744,0.295139,0.055226
3,conformal_risk_filter,0.780000,48,0.223504,0.031088,0.039789,0.008125,0.218750,0.042570,0.065972,0.043213,0.170139,0.086170,0.206294,0.007683,0.638469,0.039487,-0.161215,0.035300,0.809028,0.043486,0.305556,0.052678
3,conformal_risk_filter,0.890000,48,0.213865,0.037201,0.039737,0.009060,0.166667,0.040103,0.086806,0.055865,0.173611,0.089651,0.208608,0.008384,0.637409,0.043777,-0.175416,0.040828,0.819444,0.048469,0.291667,0.062658
3,conformal_risk_filter,1.000000,48,0.231616,0.035489,0.047802,0.008988,0.152778,0.042210,0.076389,0.051429,0.159722,0.081352,0.201715,0.008643,0.615614,0.042909,-0.160653,0.039900,0.781250,0.049744,0.336806,0.060342
3,failure_aware_rl_recovery,0.000000,48,0.690150,0.042632,0.090892,0.011797,0.312500,0.043088,0.121528,0.092139,0.024306,0.019427,0.170494,0.016435,0.177945,0.050235,0.370842,0.054839,0.559028,0.113632,1.000000,0.000000
3,failure_aware_rl_recovery,0.110000,48,0.684366,0.043939,0.095285,0.013306,0.305556,0.061000,0.125000,0.094551,0.024306,0.021726,0.169179,0.017119,0.184979,0.054489,0.356314,0.059227,0.534722,0.114655,1.000000,0.000000
3,failure_aware_rl_recovery,0.220000,48,0.685192,0.042299,0.093603,0.012369,0.246528,0.051457,0.125000,0.094551,0.041667,0.028357,0.175186,0.016284,0.175763,0.050821,0.356636,0.055489,0.565972,0.105986,1.000000,0.000000
3,failure_aware_rl_recovery,0.330000,48,0.685696,0.040323,0.086210,0.010572,0.187500,0.056400,0.128472,0.094421,0.048611,0.035013,0.184541,0.015690,0.155720,0.045279,0.366855,0.049435,0.628472,0.102122,1.000000,0.000000
3,failure_aware_rl_recovery,0.440000,48,0.682896,0.038854,0.088905,0.010699,0.270833,0.046264,0.121528,0.092139,0.038194,0.032608,0.183891,0.016622,0.153679,0.044788,0.358580,0.048265,0.611111,0.106695,1.000000,0.000000
3,failure_aware_rl_recovery,0.560000,48,0.681770,0.037843,0.086946,0.010482,0.225694,0.052818,0.121528,0.092139,0.079861,0.048622,0.193220,0.014579,0.147048,0.043548,0.355234,0.046916,0.659722,0.089651,1.000000,0.000000
3,failure_aware_rl_recovery,0.670000,48,0.672798,0.038358,0.089788,0.011445,0.204861,0.045868,0.125000,0.092016,0.086806,0.048622,0.194193,0.014386,0.154301,0.046587,0.339329,0.050017,0.656250,0.086124,1.000000,0.000000
3,failure_aware_rl_recovery,0.780000,48,0.674243,0.035554,0.085311,0.010180,0.263889,0.054008,0.121528,0.087396,0.090278,0.052340,0.198605,0.014290,0.142895,0.042846,0.347535,0.045101,0.680556,0.085256,1.000000,0.000000
3,failure_aware_rl_recovery,0.890000,48,0.678198,0.035043,0.082483,0.009703,0.225694,0.042939,0.128472,0.094421,0.111111,0.060220,0.208655,0.013515,0.126678,0.039272,0.350678,0.041662,0.725694,0.078711,1.000000,0.000000
3,failure_aware_rl_recovery,1.000000,48,0.681214,0.032963,0.075538,0.006604,0.197917,0.048296,0.131944,0.091737,0.114583,0.063896,0.216986,0.012480,0.107082,0.030849,0.363140,0.034620,0.774306,0.073103,1.000000,0.000000
3,information_gain_probe_policy,0.000000,48,0.579413,0.014363,0.103526,0.014257,0.472222,0.064027,0.361111,0.126940,0.065972,0.040966,0.211696,0.012739,0.336836,0.047507,0.203468,0.044377,0.673611,0.088589,1.000000,0.000000
3,information_gain_probe_policy,0.110000,48,0.575748,0.013340,0.097958,0.013293,0.454861,0.065780,0.368056,0.132635,0.086806,0.050530,0.221656,0.012068,0.327066,0.044353,0.205081,0.040569,0.722222,0.080988,1.000000,0.000000
3,information_gain_probe_policy,0.220000,48,0.575689,0.010861,0.091126,0.011168,0.493056,0.054118,0.385417,0.126127,0.128472,0.070299,0.232357,0.009681,0.309372,0.036502,0.212563,0.033079,0.788194,0.063587,1.000000,0.000000
3,information_gain_probe_policy,0.330000,48,0.565266,0.012351,0.094059,0.012333,0.493056,0.056679,0.375000,0.125880,0.131944,0.069432,0.233773,0.010070,0.316726,0.038459,0.194695,0.035566,0.777778,0.063284,1.000000,0.000000
3,information_gain_probe_policy,0.440000,48,0.556599,0.012213,0.093415,0.011634,0.451389,0.048591,0.381944,0.123780,0.125000,0.065608,0.238177,0.010431,0.315644,0.038304,0.184362,0.035531,0.791667,0.064883,1.000000,0.000000
3,information_gain_probe_policy,0.560000,48,0.555066,0.013681,0.091853,0.011218,0.406250,0.060668,0.427083,0.129367,0.125000,0.064883,0.243136,0.010187,0.306438,0.037661,0.182793,0.033714,0.809028,0.063772,1.000000,0.000000
3,information_gain_probe_policy,0.670000,48,0.542571,0.013005,0.093824,0.011555,0.468750,0.064265,0.399306,0.127092,0.121528,0.063587,0.244190,0.010604,0.316275,0.039192,0.164461,0.035663,0.798611,0.065937,0.996528,0.006806
3,information_gain_probe_policy,0.780000,48,0.541426,0.011685,0.095443,0.012235,0.381944,0.054985,0.406250,0.124902,0.131944,0.069432,0.244222,0.010168,0.317521,0.038367,0.159733,0.034983,0.784722,0.060709,0.996528,0.006806
3,information_gain_probe_policy,0.890000,48,0.530295,0.013093,0.093148,0.011963,0.385417,0.058485,0.420139,0.126812,0.145833,0.079391,0.253704,0.010358,0.314216,0.038495,0.147777,0.034653,0.829861,0.060342,1.000000,0.000000
3,information_gain_probe_policy,1.000000,48,0.528507,0.012477,0.090430,0.009511,0.357639,0.049585,0.437500,0.123270,0.118056,0.068747,0.252884,0.012544,0.304712,0.035173,0.150250,0.031130,0.812500,0.073834,0.989583,0.011534
3,oracle_disagreement_type,0.000000,48,0.688868,0.031050,0.070924,0.003502,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.155284,0.017033,0.116167,0.029089,0.424136,0.033334,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.110000,48,0.683916,0.031326,0.071523,0.003300,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.157416,0.017398,0.115772,0.029200,0.416374,0.033237,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.220000,48,0.676495,0.031539,0.073018,0.003152,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.159547,0.017765,0.117762,0.029237,0.404173,0.032631,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.330000,48,0.668845,0.032118,0.074718,0.003502,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.161678,0.018131,0.120131,0.029739,0.391289,0.032827,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.440000,48,0.661734,0.032141,0.076939,0.003635,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.122203,0.030869,0.377802,0.033296,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.560000,48,0.653414,0.032852,0.078105,0.003052,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.166134,0.018898,0.123943,0.030685,0.365289,0.032683,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.670000,48,0.648111,0.033009,0.079344,0.003465,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.168266,0.019265,0.124969,0.031832,0.355767,0.034097,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.780000,48,0.649184,0.032088,0.078167,0.003561,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.170397,0.019633,0.119315,0.031368,0.357939,0.033076,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,0.890000,48,0.633994,0.033635,0.082181,0.003701,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172528,0.020000,0.129566,0.031755,0.332427,0.033362,0.750000,0.123796,1.000000,0.000000
3,oracle_disagreement_type,1.000000,48,0.629997,0.033926,0.082642,0.003672,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.174659,0.020368,0.129039,0.032795,0.325923,0.035074,0.750000,0.123796,1.000000,0.000000
3,recovery_first_policy,0.000000,48,0.704336,0.036200,0.094230,0.012618,0.204861,0.049823,0.118056,0.089651,0.038194,0.026170,0.159464,0.015027,0.175843,0.045835,0.382350,0.049934,0.548611,0.103374,0.986111,0.016372
3,recovery_first_policy,0.110000,48,0.699940,0.036908,0.094007,0.013491,0.197917,0.044205,0.111111,0.084978,0.055556,0.034158,0.162733,0.015310,0.174750,0.048271,0.375392,0.052131,0.559028,0.103616,0.982639,0.014556
3,recovery_first_policy,0.220000,48,0.711707,0.031991,0.087308,0.009685,0.197917,0.047307,0.125000,0.094551,0.079861,0.049585,0.172748,0.013061,0.147120,0.036867,0.395651,0.039266,0.618056,0.086973,0.986111,0.013170
3,recovery_first_policy,0.330000,48,0.699856,0.032720,0.086212,0.010742,0.246528,0.046635,0.125000,0.094551,0.072917,0.046551,0.174367,0.015107,0.150611,0.038529,0.382022,0.040925,0.614583,0.097824,0.972222,0.017758
3,recovery_first_policy,0.440000,48,0.713769,0.032819,0.082150,0.008859,0.218750,0.048784,0.125000,0.094551,0.059028,0.037024,0.181649,0.014656,0.122372,0.034531,0.402064,0.037909,0.652778,0.094217,0.982639,0.014556
